cz,pop,parent,child,prop
13400,260393,5,1,0.074
13501,834343,1,1,0.398
13501,834343,2,1,0.256
13501,834343,3,1,0.18
13501,834343,4,1,0.136
13501,834343,5,1,0.105
13502,98981,1,1,0.314
13502,98981,2,1,0.199
13502,98981,3,1,0.127
13502,98981,4,1,0.104
13502,98981,5,1,0.087
13600,657906,1,1,0.366
13600,657906,2,1,0.253
13600,657906,3,1,0.176
13600,657906,4,1,0.127
13600,657906,5,1,0.102
13700,372184,1,1,0.3
13700,372184,2,1,0.215
13700,372184,3,1,0.152
13700,372184,4,1,0.111
13700,372184,5,1,0.091
13800,129528,1,1,0.319
13800,129528,2,1,0.22
13800,129528,3,1,0.167
13800,129528,4,1,0.103
13800,129528,5,1,0.077
13900,192308,1,1,0.364
13900,192308,2,1,0.243
13900,192308,3,1,0.169
13900,192308,4,1,0.149
13900,192308,5,1,0.116
14000,415487,1,1,0.384
14000,415487,2,1,0.28
14000,415487,3,1,0.193
14000,415487,4,1,0.142
14000,415487,5,1,0.111
14100,557161,1,1,0.356
14100,557161,2,1,0.248
14100,557161,3,1,0.161
14100,557161,4,1,0.108
14100,557161,5,1,0.087
14200,1507346,1,1,0.387
14200,1507346,2,1,0.274
14200,1507346,3,1,0.195
14200,1507346,4,1,0.136
14200,1507346,5,1,0.104
14300,163284,1,1,0.387
14300,163284,2,1,0.262
14300,163284,3,1,0.176
14300,163284,4,1,0.136
14300,163284,5,1,0.097
14400,261832,1,1,0.344
14400,261832,2,1,0.228
14400,261832,3,1,0.161
14400,261832,4,1,0.118
14400,261832,5,1,0.094
14500,347966,1,1,0.329
14500,347966,2,1,0.231
14500,347966,3,1,0.166
14500,347966,4,1,0.101
14500,347966,5,1,0.095
14600,280923,1,1,0.336
14600,280923,2,1,0.239
14600,280923,3,1,0.163
14600,280923,4,1,0.12
14600,280923,5,1,0.103
14700,388604,1,1,0.372
14700,388604,2,1,0.222
14700,388604,3,1,0.146
14700,388604,4,1,0.088
14700,388604,5,1,0.078
14801,55642,1,1,0.267
14801,55642,2,1,0.186
14801,55642,3,1,0.135
14801,55642,4,1,0.084
14801,55642,5,1,0.09
14802,54708,1,1,0.334
14802,54708,2,1,0.203
14802,54708,3,1,0.147
14802,54708,4,1,0.087
14802,54708,5,1,0.093
14900,675971,1,1,0.346
14900,675971,2,1,0.252
14900,675971,3,1,0.186
14900,675971,4,1,0.154
14900,675971,5,1,0.109
15000,700866,1,1,0.356
15000,700866,2,1,0.214
15000,700866,3,1,0.149
15000,700866,4,1,0.104
15000,700866,5,1,0.089
15100,423702,1,1,0.376
15100,423702,2,1,0.253
15100,423702,3,1,0.174
15100,423702,4,1,0.128
15100,423702,5,1,0.107
15200,2661167,1,1,0.39
15200,2661167,2,1,0.266
15200,2661167,3,1,0.181
15200,2661167,4,1,0.128
15200,2661167,5,1,0.102
15300,202967,1,1,0.357
15300,202967,2,1,0.234
15300,202967,3,1,0.159
15300,202967,4,1,0.115
15300,202967,5,1,0.095
15400,188410,1,1,0.394
15400,188410,2,1,0.233
15400,188410,3,1,0.152
15400,188410,4,1,0.098
15400,188410,5,1,0.088
15500,132008,1,1,0.363
15500,132008,2,1,0.238
15500,132008,3,1,0.178
15500,132008,4,1,0.116
15500,132008,5,1,0.074
15600,195637,1,1,0.335
15600,195637,2,1,0.217
15600,195637,3,1,0.146
15600,195637,4,1,0.104
15600,195637,5,1,0.102
15700,225682,1,1,0.438
15700,225682,2,1,0.288
15700,225682,3,1,0.216
15700,225682,4,1,0.158
15700,225682,5,1,0.111
15800,142321,1,1,0.397
15800,142321,2,1,0.289
15800,142321,3,1,0.203
15800,142321,4,1,0.157
15800,142321,5,1,0.144
15900,1663807,1,1,0.409
15900,1663807,2,1,0.277
15900,1663807,3,1,0.186
15900,1663807,4,1,0.13
15900,1663807,5,1,0.098
16000,326186,1,1,0.378
16000,326186,2,1,0.244
16000,326186,3,1,0.161
16000,326186,4,1,0.11
16000,326186,5,1,0.086
16100,310658,1,1,0.276
16100,310658,2,1,0.171
16100,310658,3,1,0.12
16100,310658,4,1,0.099
16100,310658,5,1,0.096
16200,411749,1,1,0.304
16200,411749,2,1,0.184
16200,411749,3,1,0.117
16200,411749,4,1,0.082
16200,411749,5,1,0.091
16300,2561364,1,1,0.341
16300,2561364,2,1,0.209
16300,2561364,3,1,0.142
16300,2561364,4,1,0.101
16300,2561364,5,1,0.087
16400,809682,1,1,0.365
16400,809682,2,1,0.236
16400,809682,3,1,0.158
16400,809682,4,1,0.115
16400,809682,5,1,0.101
16500,659098,1,1,0.329
16500,659098,2,1,0.209
16500,659098,3,1,0.136
16500,659098,4,1,0.102
16500,659098,5,1,0.091
16600,468038,1,1,0.385
16600,468038,2,1,0.254
16600,468038,3,1,0.181
16600,468038,4,1,0.124
16600,468038,5,1,0.11
16701,60271,1,1,0.322
16701,60271,2,1,0.204
16701,60271,3,1,0.147
16701,60271,4,1,0.121
16701,60271,5,1,0.08
16702,259942,1,1,0.343
16702,259942,2,1,0.208
16702,259942,3,1,0.157
16702,259942,4,1,0.117
16702,259942,5,1,0.114
16703,40323,1,1,0.306
16703,40323,2,1,0.21
16703,40323,3,1,0.14
16703,40323,4,1,0.139
16703,40323,5,1,0.098
16801,174251,1,1,0.362
16801,174251,2,1,0.236
16801,174251,3,1,0.16
16801,174251,4,1,0.124
16801,174251,5,1,0.127
16802,58143,1,1,0.346
16802,58143,2,1,0.209
16802,58143,3,1,0.162
16802,58143,4,1,0.119
16802,58143,5,1,0.11
16901,347345,1,1,0.379
16901,347345,2,1,0.271
16901,347345,3,1,0.194
16901,347345,4,1,0.146
16901,347345,5,1,0.115
16902,23028,1,1,0.308
16902,23028,2,1,0.215
16902,23028,3,1,0.156
16902,23028,4,1,0.101
16902,23028,5,1,0.15
17000,204354,1,1,0.368
17000,204354,2,1,0.263
17000,204354,3,1,0.195
17000,204354,4,1,0.165
17000,204354,5,1,0.157
17100,344380,1,1,0.397
17100,344380,2,1,0.288
17100,344380,3,1,0.208
17100,344380,4,1,0.169
17100,344380,5,1,0.14
17200,174641,1,1,0.302
17200,174641,2,1,0.201
17200,174641,3,1,0.135
17200,174641,4,1,0.098
17200,174641,5,1,0.109
17300,188559,1,1,0.343
17300,188559,2,1,0.219
17300,188559,3,1,0.159
17300,188559,4,1,0.111
17300,188559,5,1,0.107
17400,408535,1,1,0.344
17400,408535,2,1,0.235
17400,408535,3,1,0.16
17400,408535,4,1,0.114
17400,408535,5,1,0.101
17501,155822,1,1,0.333
17501,155822,2,1,0.215
17501,155822,3,1,0.14
17501,155822,4,1,0.108
17501,155822,5,1,0.1
17502,115649,1,1,0.333
17502,115649,2,1,0.236
17502,115649,3,1,0.194
17502,115649,4,1,0.128
17502,115649,5,1,0.109
17600,273489,1,1,0.386
17600,273489,2,1,0.273
17600,273489,3,1,0.189
17600,273489,4,1,0.132
17600,273489,5,1,0.128
17700,1080612,1,1,0.341
17700,1080612,2,1,0.23
17700,1080612,3,1,0.156
17700,1080612,4,1,0.112
17700,1080612,5,1,0.094
17800,161132,1,1,0.3
17800,161132,2,1,0.192
17800,161132,3,1,0.134
17800,161132,4,1,0.109
17800,161132,5,1,0.091
17900,294558,1,1,0.315
17900,294558,2,1,0.214
17900,294558,3,1,0.152
17900,294558,4,1,0.111
17900,294558,5,1,0.102
18000,2369699,1,1,0.356
18000,2369699,2,1,0.222
18000,2369699,3,1,0.152
18000,2369699,4,1,0.109
18000,2369699,5,1,0.094
18100,346894,1,1,0.308
18100,346894,2,1,0.205
18100,346894,3,1,0.154
18100,346894,4,1,0.112
18100,346894,5,1,0.107
18201,197898,1,1,0.315
18201,197898,2,1,0.177
18201,197898,3,1,0.131
18201,197898,4,1,0.092
18201,197898,5,1,0.097
18202,41086,1,1,0.282
18202,41086,2,1,0.196
18202,41086,3,1,0.123
18202,41086,4,1,0.094
18202,41086,5,1,0.084
18300,250613,1,1,0.307
18300,250613,2,1,0.193
18300,250613,3,1,0.149
18300,250613,4,1,0.102
18300,250613,5,1,0.093
18400,169879,1,1,0.32
18400,169879,2,1,0.21
18400,169879,3,1,0.152
18400,169879,4,1,0.109
18400,169879,5,1,0.089
18500,110160,1,1,0.302
18500,110160,2,1,0.205
18500,110160,3,1,0.144
18500,110160,4,1,0.117
18500,110160,5,1,0.098
18600,1061509,1,1,0.33
18600,1061509,2,1,0.222
18600,1061509,3,1,0.151
18600,1061509,4,1,0.114
18600,1061509,5,1,0.093
18700,191962,1,1,0.277
18700,191962,2,1,0.18
18700,191962,3,1,0.116
18700,191962,4,1,0.078
18700,191962,5,1,0.094
18800,857487,1,1,0.301
18800,857487,2,1,0.199
18800,857487,3,1,0.143
18800,857487,4,1,0.107
18800,857487,5,1,0.1
18900,227275,1,1,0.292
18900,227275,2,1,0.174
18900,227275,3,1,0.124
18900,227275,4,1,0.082
18900,227275,5,1,0.086
19000,637958,1,1,0.339
19000,637958,2,1,0.202
19000,637958,3,1,0.14
19000,637958,4,1,0.098
19000,637958,5,1,0.088
19100,1114959,1,1,0.321
19100,1114959,2,1,0.195
19100,1114959,3,1,0.124
19100,1114959,4,1,0.093
19100,1114959,5,1,0.079
19200,1051424,1,1,0.346
19200,1051424,2,1,0.21
19200,1051424,3,1,0.138
19200,1051424,4,1,0.096
19200,1051424,5,1,0.088
19300,873232,1,1,0.342
19300,873232,2,1,0.246
19300,873232,3,1,0.186
19300,873232,4,1,0.144
19300,873232,5,1,0.111
19400,11781395,1,1,0.309
19400,11781395,2,1,0.257
19400,11781395,3,1,0.215
19400,11781395,4,1,0.16
19400,11781395,5,1,0.128
19500,1126217,1,1,0.302
19500,1126217,2,1,0.226
19500,1126217,3,1,0.177
19500,1126217,4,1,0.135
19500,1126217,5,1,0.107
19600,5822286,1,1,0.309
19600,5822286,2,1,0.241
19600,5822286,3,1,0.185
19600,5822286,4,1,0.134
19600,5822286,5,1,0.109
19700,5602247,1,1,0.373
19700,5602247,2,1,0.274
19700,5602247,3,1,0.195
19700,5602247,4,1,0.132
19700,5602247,5,1,0.104
19800,586216,1,1,0.406
19800,586216,2,1,0.302
19800,586216,3,1,0.22
19800,586216,4,1,0.158
19800,586216,5,1,0.119
19901,439269,1,1,0.377
19901,439269,2,1,0.272
19901,439269,3,1,0.195
19901,439269,4,1,0.134
19901,439269,5,1,0.101
19902,154018,1,1,0.373
19902,154018,2,1,0.267
19902,154018,3,1,0.189
19902,154018,4,1,0.122
19902,154018,5,1,0.116
19903,51398,1,1,0.371
19903,51398,2,1,0.278
19903,51398,3,1,0.152
19903,51398,4,1,0.142
19903,51398,5,1,0.079
20001,289843,1,1,0.34
20001,289843,2,1,0.235
20001,289843,3,1,0.181
20001,289843,4,1,0.139
20001,289843,5,1,0.131
20002,33941,1,1,0.379
20002,33941,2,1,0.272
20002,33941,3,1,0.218
20002,33941,4,1,0.171
20002,33941,5,1,0.141
20003,73938,1,1,0.327
20003,73938,2,1,0.218
20003,73938,3,1,0.14
20003,73938,4,1,0.117
20003,73938,5,1,0.11
20100,690459,1,1,0.327
20100,690459,2,1,0.222
20100,690459,3,1,0.159
20100,690459,4,1,0.115
20100,690459,5,1,0.119
20200,321496,1,1,0.311
20200,321496,2,1,0.226
20200,321496,3,1,0.155
20200,321496,4,1,0.111
20200,321496,5,1,0.109
20301,95549,1,1,0.286
20301,95549,2,1,0.183
20301,95549,3,1,0.129
20301,95549,4,1,0.102
20301,95549,5,1,0.12
20302,265884,1,1,0.3
20302,265884,2,1,0.214
20302,265884,3,1,0.157
20302,265884,4,1,0.122
20302,265884,5,1,0.139
20401,1582997,1,1,0.328
20401,1582997,2,1,0.227
20401,1582997,3,1,0.169
20401,1582997,4,1,0.121
20401,1582997,5,1,0.1
20403,14987,1,1,0.293
20403,14987,2,1,0.207
20403,14987,3,1,0.228
20403,14987,4,1,0.145
20403,14987,5,1,0.184
20500,4974945,1,1,0.322
20500,4974945,2,1,0.238
20500,4974945,3,1,0.18
20500,4974945,4,1,0.131
20500,4974945,5,1,0.106
20600,1193391,1,1,0.316
20600,1193391,2,1,0.221
20600,1193391,3,1,0.163
20600,1193391,4,1,0.121
20600,1193391,5,1,0.105
20700,118041,1,1,0.304
20700,118041,2,1,0.227
20700,118041,3,1,0.168
20700,118041,4,1,0.12
20700,118041,5,1,0.125
20800,680014,1,1,0.365
20800,680014,2,1,0.245
20800,680014,3,1,0.18
20800,680014,4,1,0.124
20800,680014,5,1,0.103
20901,3405565,1,1,0.351
20901,3405565,2,1,0.241
20901,3405565,3,1,0.18
20901,3405565,4,1,0.129
20901,3405565,5,1,0.106
20902,171947,1,1,0.334
20902,171947,2,1,0.234
20902,171947,3,1,0.166
20902,171947,4,1,0.129
20902,171947,5,1,0.133
21001,47701,1,1,0.302
21001,47701,2,1,0.204
21001,47701,3,1,0.12
21001,47701,4,1,0.089
21001,47701,5,1,0.109
21002,47063,1,1,0.303
21002,47063,2,1,0.21
21002,47063,3,1,0.13
21002,47063,4,1,0.098
21002,47063,5,1,0.118
21003,32049,1,1,0.295
21003,32049,2,1,0.206
21003,32049,3,1,0.125
21003,32049,4,1,0.119
21003,32049,5,1,0.106
21004,67833,1,1,0.302
21004,67833,2,1,0.216
21004,67833,3,1,0.132
21004,67833,4,1,0.107
21004,67833,5,1,0.109
21101,92542,1,1,0.255
21101,92542,2,1,0.171
21101,92542,3,1,0.111
21101,92542,4,1,0.097
21101,92542,5,1,0.076
21102,56993,1,1,0.275
21102,56993,2,1,0.188
21102,56993,3,1,0.14
21102,56993,4,1,0.078
21102,56993,5,1,0.095
21201,72898,1,1,0.192
21201,72898,2,1,0.142
21201,72898,3,1,0.102
21201,72898,4,1,0.061
21201,72898,5,1,0.064
21202,33969,1,1,0.158
21202,33969,2,1,0.088
21202,33969,3,1,0.078
21202,33969,4,1,0.047
21202,33969,5,1,0.043
21301,149925,1,1,0.205
21301,149925,2,1,0.138
21301,149925,3,1,0.095
21301,149925,4,1,0.069
21301,149925,5,1,0.084
21302,109871,1,1,0.232
21302,109871,2,1,0.179
21302,109871,3,1,0.111
21302,109871,4,1,0.09
21302,109871,5,1,0.085
21400,254139,1,1,0.251
21400,254139,2,1,0.153
21400,254139,3,1,0.102
21400,254139,4,1,0.075
21400,254139,5,1,0.086
21501,2904389,1,1,0.334
21501,2904389,2,1,0.214
21501,2904389,3,1,0.148
21501,2904389,4,1,0.105
21501,2904389,5,1,0.091
21502,41526,1,1,0.246
21502,41526,2,1,0.178
21502,41526,3,1,0.132
21502,41526,4,1,0.101
21502,41526,5,1,0.097
21600,141542,1,1,0.311
21600,141542,2,1,0.18
21600,141542,3,1,0.129
21600,141542,4,1,0.093
21600,141542,5,1,0.096
21701,228867,1,1,0.228
21701,228867,2,1,0.151
21701,228867,3,1,0.104
21701,228867,4,1,0.082
21701,228867,5,1,0.085
21702,71187,1,1,0.224
21702,71187,2,1,0.161
21702,71187,3,1,0.108
21702,71187,4,1,0.078
21702,71187,5,1,0.066
21801,78179,1,1,0.265
21801,78179,2,1,0.129
21801,78179,3,1,0.105
21801,78179,4,1,0.07
21801,78179,5,1,0.087
21802,72111,1,1,0.184
21802,72111,2,1,0.104
21802,72111,3,1,0.073
21802,72111,4,1,0.063
21802,72111,5,1,0.058
21900,113442,1,1,0.253
21900,113442,2,1,0.163
21900,113442,3,1,0.121
21900,113442,4,1,0.08
21900,113442,5,1,0.085
22001,222112,1,1,0.29
22001,222112,2,1,0.169
22001,222112,3,1,0.094
22001,222112,4,1,0.07
22001,222112,5,1,0.067
22002,29516,1,1,0.225
22002,29516,2,1,0.116
22002,29516,3,1,0.107
22002,29516,4,1,0.073
22002,29516,5,1,0.043
22100,203768,1,1,0.293
22100,203768,2,1,0.174
22100,203768,3,1,0.122
22100,203768,4,1,0.087
22100,203768,5,1,0.093
22200,252901,1,1,0.296
22200,252901,2,1,0.176
22200,252901,3,1,0.113
22200,252901,4,1,0.09
22200,252901,5,1,0.082
22300,142385,1,1,0.272
22300,142385,2,1,0.181
22300,142385,3,1,0.137
22300,142385,4,1,0.086
22300,142385,5,1,0.096
22400,195533,1,1,0.248
22400,195533,2,1,0.192
22400,195533,3,1,0.119
22400,195533,4,1,0.088
22400,195533,5,1,0.078
22500,549651,1,1,0.269
22500,549651,2,1,0.177
22500,549651,3,1,0.117
22500,549651,4,1,0.083
22500,549651,5,1,0.076
22601,310560,1,1,0.275
22601,310560,2,1,0.179
22601,310560,3,1,0.13
22601,310560,4,1,0.08
22601,310560,5,1,0.075
22602,65966,1,1,0.348
22602,65966,2,1,0.206
22602,65966,3,1,0.143
22602,65966,4,1,0.101
22602,65966,5,1,0.105
22700,370092,1,1,0.237
22700,370092,2,1,0.156
22700,370092,3,1,0.113
22700,370092,4,1,0.081
22700,370092,5,1,0.078
22800,305307,1,1,0.236
22800,305307,2,1,0.171
22800,305307,3,1,0.118
22800,305307,4,1,0.089
22800,305307,5,1,0.079
22900,220109,1,1,0.267
22900,220109,2,1,0.177
22900,220109,3,1,0.125
22900,220109,4,1,0.087
22900,220109,5,1,0.092
23000,116624,1,1,0.231
23000,116624,2,1,0.145
23000,116624,3,1,0.104
23000,116624,4,1,0.077
23000,116624,5,1,0.062
23100,590755,1,1,0.323
23100,590755,2,1,0.202
23100,590755,3,1,0.143
23100,590755,4,1,0.103
23100,590755,5,1,0.1
23200,163189,1,1,0.214
23200,163189,2,1,0.124
23200,163189,3,1,0.094
23200,163189,4,1,0.068
23200,163189,5,1,0.078
23301,101161,1,1,0.313
23301,101161,2,1,0.211
23301,101161,3,1,0.131
23301,101161,4,1,0.11
23301,101161,5,1,0.08
23302,101195,1,1,0.275
23302,101195,2,1,0.172
23302,101195,3,1,0.109
23302,101195,4,1,0.069
23302,101195,5,1,0.055
23400,206909,1,1,0.308
23400,206909,2,1,0.213
23400,206909,3,1,0.154
23400,206909,4,1,0.107
23400,206909,5,1,0.084
23500,382083,1,1,0.356
23500,382083,2,1,0.215
23500,382083,3,1,0.14
23500,382083,4,1,0.103
23500,382083,5,1,0.091
23600,136489,1,1,0.298
23600,136489,2,1,0.192
23600,136489,3,1,0.121
23600,136489,4,1,0.096
23600,136489,5,1,0.073
23700,145734,1,1,0.313
23700,145734,2,1,0.202
23700,145734,3,1,0.15
23700,145734,4,1,0.107
23700,145734,5,1,0.09
23801,382351,1,1,0.341
23801,382351,2,1,0.203
23801,382351,3,1,0.148
23801,382351,4,1,0.103
23801,382351,5,1,0.078
23802,70445,1,1,0.286
23802,70445,2,1,0.185
23802,70445,3,1,0.117
23802,70445,4,1,0.086
23802,70445,5,1,0.082
23900,529703,1,1,0.361
23900,529703,2,1,0.222
23900,529703,3,1,0.157
23900,529703,4,1,0.108
23900,529703,5,1,0.088
24000,584474,1,1,0.362
24000,584474,2,1,0.249
24000,584474,3,1,0.174
24000,584474,4,1,0.121
24000,584474,5,1,0.101
24100,1660659,1,1,0.389
24100,1660659,2,1,0.258
24100,1660659,3,1,0.161
24100,1660659,4,1,0.107
24100,1660659,5,1,0.091
24200,135167,1,1,0.356
24200,135167,2,1,0.237
24200,135167,3,1,0.15
24200,135167,4,1,0.106
24200,135167,5,1,0.084
24300,8183799,1,1,0.346
24300,8183799,2,1,0.26
24300,8183799,3,1,0.198
24300,8183799,4,1,0.141
24300,8183799,5,1,0.108
24400,622573,1,1,0.336
24400,622573,2,1,0.23
24400,622573,3,1,0.172
24400,622573,4,1,0.13
24400,622573,5,1,0.1
24500,111509,1,1,0.333
24500,111509,2,1,0.215
24500,111509,3,1,0.144
24500,111509,4,1,0.13
24500,111509,5,1,0.098
24600,137456,1,1,0.333
24600,137456,2,1,0.232
24600,137456,3,1,0.153
24600,137456,4,1,0.101
24600,137456,5,1,0.088
24701,2325609,1,1,0.388
24701,2325609,2,1,0.262
24701,2325609,3,1,0.171
24701,2325609,4,1,0.122
24701,2325609,5,1,0.094
24702,37989,1,1,0.317
24702,37989,2,1,0.192
24702,37989,3,1,0.138
24702,37989,4,1,0.102
24702,37989,5,1,0.091
24801,84748,1,1,0.315
24801,84748,2,1,0.192
24801,84748,3,1,0.132
24801,84748,4,1,0.079
24801,84748,5,1,0.093
24802,267992,1,1,0.374
24802,267992,2,1,0.222
24802,267992,3,1,0.154
24802,267992,4,1,0.112
24802,267992,5,1,0.089
24900,382997,1,1,0.347
24900,382997,2,1,0.233
24900,382997,3,1,0.162
24900,382997,4,1,0.116
24900,382997,5,1,0.096
25000,152421,1,1,0.303
25000,152421,2,1,0.199
25000,152421,3,1,0.128
25000,152421,4,1,0.084
25000,152421,5,1,0.083
25101,64068,1,1,0.291
25101,64068,2,1,0.205
25101,64068,3,1,0.136
25101,64068,4,1,0.118
25101,64068,5,1,0.133
25102,90551,1,1,0.282
25102,90551,2,1,0.191
25102,90551,3,1,0.138
25102,90551,4,1,0.105
25102,90551,5,1,0.108
25103,76174,1,1,0.296
25103,76174,2,1,0.185
25103,76174,3,1,0.139
25103,76174,4,1,0.129
25103,76174,5,1,0.136
25104,51737,1,1,0.299
25104,51737,2,1,0.214
25104,51737,3,1,0.133
25104,51737,4,1,0.118
25104,51737,5,1,0.106
25105,64601,1,1,0.312
25105,64601,2,1,0.199
25105,64601,3,1,0.14
25105,64601,4,1,0.134
25105,64601,5,1,0.111
25200,151629,1,1,0.356
25200,151629,2,1,0.247
25200,151629,3,1,0.164
25200,151629,4,1,0.123
25200,151629,5,1,0.109
25300,117387,1,1,0.352
25300,117387,2,1,0.248
25300,117387,3,1,0.158
25300,117387,4,1,0.131
25300,117387,5,1,0.114
25401,138654,1,1,0.366
25401,138654,2,1,0.239
25401,138654,3,1,0.176
25401,138654,4,1,0.132
25401,138654,5,1,0.104
25402,34177,1,1,0.345
25402,34177,2,1,0.242
25402,34177,3,1,0.163
25402,34177,4,1,0.117
25402,34177,5,1,0.135
25500,141040,1,1,0.322
25500,141040,2,1,0.209
25500,141040,3,1,0.128
25500,141040,4,1,0.093
25500,141040,5,1,0.081
25601,265022,1,1,0.339
25601,265022,2,1,0.222
25601,265022,3,1,0.139
25601,265022,4,1,0.115
25601,265022,5,1,0.102
25602,37978,1,1,0.375
25602,37978,2,1,0.222
25602,37978,3,1,0.137
25602,37978,4,1,0.12
25602,37978,5,1,0.096
25701,184036,1,1,0.372
25701,184036,2,1,0.219
25701,184036,3,1,0.129
25701,184036,4,1,0.113
25701,184036,5,1,0.086
25702,73576,1,1,0.337
25702,73576,2,1,0.21
25702,73576,3,1,0.134
25702,73576,4,1,0.144
25702,73576,5,1,0.117
25800,105181,1,1,0.367
25800,105181,2,1,0.263
25800,105181,3,1,0.186
25800,105181,4,1,0.126
25800,105181,5,1,0.097
25900,198671,1,1,0.334
25900,198671,2,1,0.232
25900,198671,3,1,0.159
25900,198671,4,1,0.132
25900,198671,5,1,0.112
26001,20860,1,1,0.17
26001,20860,2,1,0.13
26001,20860,3,1,0.1
26001,20860,4,1,0.064
26001,20860,5,1,0.051
26002,286544,1,1,0.324
26002,286544,2,1,0.21
26002,286544,3,1,0.14
26002,286544,4,1,0.098
26002,286544,5,1,0.082
26004,14355,1,1,0.229
26004,14355,2,1,0.191
26004,14355,3,1,0.138
26004,14355,4,1,0.102
26004,14355,5,1,0.097
26101,56535,1,1,0.306
26101,56535,2,1,0.205
26101,56535,3,1,0.14
26101,56535,4,1,0.08
26101,56535,5,1,0.106
26102,48599,1,1,0.324
26102,48599,2,1,0.229
26102,48599,3,1,0.131
26102,48599,4,1,0.079
26102,48599,5,1,0.069
26103,22192,1,1,0.316
26103,22192,2,1,0.139
26103,22192,3,1,0.09
26103,22192,4,1,0.071
26103,22192,5,1,0.032
26104,14189,1,1,0.279
26104,14189,2,1,0.204
26104,14189,3,1,0.138
26104,14189,4,1,0.063
26104,14189,5,1,0.068
26105,12442,1,1,0.207
26105,12442,2,1,0.174
26105,12442,3,1,0.133
26105,12442,4,1,0.064
26105,12442,5,1,0.079
26106,29873,1,1,0.241
26106,29873,2,1,0.176
26106,29873,3,1,0.125
26106,29873,4,1,0.06
26106,29873,5,1,0.077
26107,38491,1,1,0.276
26107,38491,2,1,0.178
26107,38491,3,1,0.118
26107,38491,4,1,0.114
26107,38491,5,1,0.113
26201,114739,1,1,0.213
26201,114739,2,1,0.109
26201,114739,3,1,0.092
26201,114739,4,1,0.073
26201,114739,5,1,0.072
26203,10029,1,1,0.114
26203,10029,2,1,0.047
26203,10029,3,1,0.05
26203,10029,4,1,0.035
26203,10029,5,1,0.087
26301,22745,1,1,0.39
26301,22745,2,1,0.191
26301,22745,3,1,0.086
26301,22745,4,1,0.081
26301,22745,5,1,0.071
26302,6516,1,1,0.144
26302,6516,2,1,0.068
26302,6516,3,1,0.044
26302,6516,4,1,0.088
26302,6516,5,1,0.015
26303,16550,1,1,0.445
26303,16550,2,1,0.286
26303,16550,3,1,0.156
26303,16550,4,1,0.182
26303,16550,5,1,0.156
26304,74541,1,1,0.168
26304,74541,2,1,0.119
26304,74541,3,1,0.083
26304,74541,4,1,0.065
26304,74541,5,1,0.062
26305,11487,1,1,0.157
26305,11487,2,1,0.094
26305,11487,3,1,0.067
26305,11487,4,1,0.056
26305,11487,5,1,0.048
26404,8671,1,1,0.136
26404,8671,2,1,0.102
26404,8671,3,1,0.074
26404,8671,4,1,0.034
26404,8671,5,1,0.104
26406,12597,1,1,0.451
26406,12597,2,1,0.284
26406,12597,3,1,0.138
26406,12597,4,1,0.174
26406,12597,5,1,0.286
26408,12276,1,1,0.267
26408,12276,2,1,0.173
26408,12276,3,1,0.084
26408,12276,4,1,0.109
26408,12276,5,1,0.125
26409,12051,1,1,0.128
26409,12051,2,1,0.157
26409,12051,3,1,0.081
26409,12051,4,1,0.074
26409,12051,5,1,0.056
26410,27124,1,1,0.119
26410,27124,2,1,0.093
26410,27124,3,1,0.087
26410,27124,4,1,0.065
26410,27124,5,1,0.077
26411,22035,1,1,0.287
26411,22035,2,1,0.142
26411,22035,3,1,0.087
26411,22035,4,1,0.065
26411,22035,5,1,0.099
26412,24286,1,1,0.169
26412,24286,2,1,0.107
26412,24286,3,1,0.087
26412,24286,4,1,0.077
26412,24286,5,1,0.082
26501,40630,1,1,0.191
26501,40630,2,1,0.109
26501,40630,3,1,0.083
26501,40630,4,1,0.089
26501,40630,5,1,0.07
26502,14160,1,1,0.179
26502,14160,2,1,0.086
26502,14160,3,1,0.073
26502,14160,4,1,0.057
26502,14160,5,1,0.034
26503,200630,1,1,0.264
26503,200630,2,1,0.141
26503,200630,3,1,0.104
26503,200630,4,1,0.074
26503,200630,5,1,0.078
26504,40078,1,1,0.16
26504,40078,2,1,0.112
26504,40078,3,1,0.075
26504,40078,4,1,0.055
26504,40078,5,1,0.065
26601,17801,1,1,0.213
26601,17801,2,1,0.087
26601,17801,3,1,0.066
26601,17801,4,1,0.062
26601,17801,5,1,0.03
26602,20859,1,1,0.328
26602,20859,2,1,0.205
26602,20859,3,1,0.12
26602,20859,4,1,0.087
26602,20859,5,1,0.046
26603,8225,1,1,0.583
26603,8225,2,1,0.383
26603,8225,3,1,0.295
26603,8225,4,1,0.292
26603,8225,5,1,0.333
26604,7756,1,1,0.29
26604,7756,2,1,0.158
26604,7756,3,1,0.049
26604,7756,4,1,0.079
26604,7756,5,1,0
26605,52825,1,1,0.168
26605,52825,2,1,0.111
26605,52825,3,1,0.09
26605,52825,4,1,0.076
26605,52825,5,1,0.083
26701,101639,1,1,0.344
26701,101639,2,1,0.204
26701,101639,3,1,0.13
26701,101639,4,1,0.097
26701,101639,5,1,0.094
26702,31090,1,1,0.133
26702,31090,2,1,0.121
26702,31090,3,1,0.077
26702,31090,4,1,0.048
26702,31090,5,1,0.068
26703,28038,1,1,0.158
26703,28038,2,1,0.091
26703,28038,3,1,0.056
26703,28038,4,1,0.074
26703,28038,5,1,0.067
